EEG,Heart,Pressure,Label
282,71,117,A
197,73,160,C
187,87,117,B
167,71,150,C
160,75,157,C
200,71,155,C
187,76,159,C
179,76,162,C
188,76,162,C
181,80,156,C
237,70,102,A
200,86,120,B
180,73,150,C
156,70,142,C
193,77,167,C
198,71,167,C
194,72,156,C
253,74,117,A
212,75,125,A
188,90,127,B
195,89,117,B
198,71,163,C
184,77,167,C
271,80,135,A
182,85,123,B
165,81,128,B
198,80,135,B
167,76,166,C
162,90,109,B
164,84,136,B
163,89,127,B
194,75,161,C
187,77,145,C
167,87,110,B
173,90,132,B
190,74,156,C
191,76,152,C
199,75,166,C
181,79,140,C
223,75,113,A
234,73,134,A
205,78,126,A
152,87,111,B
197,88,130,B
166,80,168,C
165,72,160,C
152,71,148,C
157,84,102,B
150,84,129,B
189,88,125,B
179,74,154,C
200,79,161,C
268,78,130,A
181,85,113,B
199,78,162,C
237,71,101,A
276,71,120,A
266,75,137,A
180,81,105,B
163,72,141,C
165,73,149,C
196,70,157,C
295,76,122,A
291,77,113,A
202,72,101,A
158,90,115,B
167,79,160,C
166,71,162,C
188,76,160,C
161,80,148,C
194,79,154,C
229,78,123,A
158,90,132,B
159,79,161,C
293,75,125,A
198,88,137,B
190,77,162,C
193,70,147,C
191,80,145,C
185,81,121,B
200,73,144,C
193,71,143,C
154,70,149,C
221,70,107,A
240,71,110,A
261,77,106,A
187,84,106,B
188,81,106,B
173,80,133,B
197,82,134,B
191,74,147,C
177,74,140,C
183,79,167,C
211,71,101,A
269,72,113,A
154,90,102,B
156,85,131,B
171,74,164,C
161,70,142,C
192,71,149,C
153,80,143,C
192,79,158,C
183,73,140,C
274,80,103,A
281,73,140,A
203,70,100,A
185,89,129,B
162,83,110,B
166,73,157,C
230,79,132,A
246,76,129,A
286,76,109,A
175,82,127,B
176,77,153,C
179,71,170,C
285,77,139,A
269,76,118,A
286,79,131,A
186,80,101,B
197,89,120,B
270,76,114,A
163,80,159,C
202,75,137,A
153,76,152,C
154,77,160,C
190,74,164,C
157,71,157,C
230,78,130,A
251,80,133,A
154,80,139,B
173,80,156,C
171,72,162,C
227,72,118,A
173,80,169,C
166,77,156,C
206,72,135,A
154,84,114,B
189,83,109,B
191,79,162,C
190,77,148,C
229,76,140,A
298,80,136,A
165,82,138,B
196,87,103,B
177,71,161,C
155,75,152,C
225,71,113,A
229,79,101,A
182,83,130,B
180,81,112,B
167,71,151,C
156,73,155,C
196,74,155,C
243,70,109,A
231,79,102,A
183,90,102,B
193,85,104,B
181,87,115,B
156,75,158,C
177,77,151,C
237,78,136,A
279,73,140,A
277,73,121,A
186,85,107,B
157,88,131,B
199,75,160,C
160,71,141,C
173,72,155,C
219,75,116,A
233,71,115,A
153,87,135,B
184,87,101,B
164,88,121,B
169,75,153,C
174,78,152,C
260,71,105,A
173,86,101,B
166,85,112,B
175,85,136,B
169,74,152,C
161,78,146,C
187,70,163,C
183,76,161,C
196,80,149,C
166,73,164,C
210,75,125,A
193,88,108,B
187,80,127,B
157,79,157,C
196,80,164,C
150,73,140,C
238,79,112,A
190,72,152,C
190,74,152,C
260,75,117,A
272,73,100,A
181,90,123,B
170,83,115,B
248,79,127,A
152,82,136,B
192,85,123,B
173,84,129,B
156,85,113,B
199,78,142,C
194,76,157,C
261,79,102,A
282,70,139,A
258,77,113,A
161,87,101,B
180,79,157,C
160,89,125,B
189,84,120,B
185,83,131,B
168,84,108,B
188,73,156,C
192,77,160,C
176,89,131,B
152,73,146,C
215,72,127,A
228,76,140,A
192,83,128,B
185,75,151,C
282,74,105,A
188,87,139,B
186,82,119,B
167,74,152,C
196,79,162,C
159,72,153,C
165,77,152,C
244,80,130,A
161,77,155,C
150,71,156,C
178,90,100,B
191,85,126,B
164,82,102,B
192,70,145,C
263,74,112,A
234,70,138,A
272,71,129,A
223,78,114,A
163,86,131,B
184,82,129,B
161,84,123,B
179,88,137,B
156,74,146,C
295,75,122,A
180,86,112,B
169,87,118,B
190,80,145,C
290,76,104,A
192,86,123,B
154,80,101,B
151,79,155,C
198,74,155,C
289,72,130,A
198,89,131,B
193,89,127,B
188,77,144,C
170,70,147,C
164,76,150,C
157,74,141,C
155,74,162,C
198,84,104,B
169,87,131,B
155,86,128,B
181,72,157,C
179,80,142,C
255,70,130,A
167,81,134,B
159,71,141,C
169,79,145,C
285,70,112,A
160,89,100,B
180,71,163,C
200,79,143,C
165,76,162,C
171,76,160,C
169,79,166,C
197,90,118,B
158,80,124,B
179,73,161,C
153,72,165,C
165,73,147,C
270,72,109,A
268,70,137,A
285,76,128,A
151,81,130,B
192,83,123,B
160,71,149,C
181,79,140,C
228,76,105,A
229,78,132,A
182,80,136,B
197,86,100,B
199,78,154,C
162,73,169,C
254,77,137,A
153,88,106,B
182,84,106,B
194,79,154,C
187,75,167,C
159,80,170,C
248,79,118,A
292,79,118,A
286,73,120,A
290,75,135,A
193,80,114,B
154,76,155,C
251,70,101,A
211,73,102,A
238,73,101,A
160,86,115,B
166,88,124,B
173,73,153,C
180,72,149,C
171,79,148,C
186,70,161,C
250,73,116,A
295,73,138,A
185,87,102,B
167,88,130,B
164,83,128,B
165,82,110,B
158,88,116,B
161,85,131,B
194,86,123,B
175,79,169,C
185,70,155,C
167,77,147,C
177,70,161,C
228,75,116,A
237,71,118,A
204,80,108,A
192,83,127,B
175,90,119,B
275,70,122,A
257,73,121,A
258,70,116,A
287,76,136,A
180,90,115,B
179,82,135,B
188,77,146,C
240,77,135,A
262,78,101,A
188,89,123,B
175,74,160,C
185,85,113,B
192,85,136,B
150,74,142,C
176,75,150,C
210,73,121,A
290,72,103,A
255,73,116,A
189,90,136,B
199,87,112,B
192,73,164,C
169,76,167,C
197,73,157,C
287,77,109,A
262,76,113,A
150,79,170,C
150,73,161,C
260,74,115,A
185,86,114,B
162,82,114,B
161,71,146,C
183,74,159,C
156,79,168,C
292,78,129,A
191,89,104,B
187,80,132,B
187,81,110,B
161,70,145,C
175,80,142,C
172,77,160,C
247,73,129,A
202,73,124,A
154,70,168,C
282,80,116,A
206,79,140,A
182,81,112,B
171,89,125,B
176,72,164,C
173,79,149,C
286,75,139,A
253,78,139,A
268,77,125,A
173,78,164,C
236,72,123,A
260,70,134,A
201,79,111,A
181,84,135,B
150,88,133,B
153,80,122,B
162,79,170,C
212,71,108,A
176,82,108,B
155,75,152,C
186,76,151,C
165,85,140,B
166,84,121,B
171,70,151,C
234,72,119,A
214,70,112,A
193,70,168,C
162,87,134,B
156,90,128,B
160,88,113,B
262,70,104,A
230,75,101,A
156,85,116,B
174,81,106,B
168,74,140,C
169,75,154,C
241,74,117,A
198,80,115,B
151,84,127,B
162,73,154,C
190,75,170,C
189,73,152,C
299,71,111,A
278,78,130,A
177,87,104,B
199,82,123,B
180,72,146,C
154,80,151,C
150,75,155,C
152,77,147,C
216,73,110,A
201,71,126,A
248,75,107,A
261,79,109,A
223,72,134,A
193,88,104,B
188,71,167,C
169,73,164,C
158,80,147,C
185,73,167,C
176,74,151,C
186,71,167,C
162,75,165,C
185,71,147,C
275,80,101,A
296,70,129,A
188,80,122,B
183,75,146,C
165,75,162,C
226,74,116,A
283,71,129,A
160,85,134,B
154,86,121,B
157,70,167,C
152,72,156,C
168,76,151,C
215,74,121,A
187,90,104,B
186,80,109,B
288,70,116,A
296,75,137,A
260,79,102,A
175,89,103,B
186,71,170,C
236,74,123,A
264,78,115,A
200,75,149,C
247,80,111,A
176,88,134,B
236,75,133,A
223,73,139,A
171,89,140,B
161,78,158,C
236,71,130,A
184,84,118,B
153,70,141,C
245,78,100,A
186,72,158,C
271,74,102,A
161,85,120,B
188,70,147,C
200,75,164,C
198,74,156,C
188,73,161,C
153,73,160,C
208,72,131,A
165,89,107,B
153,85,116,B
200,80,145,C
184,77,146,C
195,78,156,C
214,78,133,A
196,86,104,B
188,84,106,B
192,81,112,B
159,77,149,C
200,75,143,C
206,71,118,A
208,74,112,A
273,76,102,A
151,72,164,C
297,78,137,A
221,72,137,A
197,83,120,B
160,90,136,B
150,76,158,C
199,70,167,C
188,75,145,C
186,71,144,C
165,75,158,C
220,80,128,A
183,87,113,B
186,81,120,B
187,87,111,B
176,85,116,B
192,76,159,C
166,79,154,C
155,74,170,C
288,70,105,A
195,84,122,B
175,87,138,B
159,90,116,B
202,78,120,A
202,75,135,A
296,75,106,A
234,78,107,A
160,86,127,B
200,84,110,B
150,77,141,C
188,71,143,C
151,90,129,B
278,74,130,A
293,79,112,A
283,73,125,A
187,82,116,B
197,87,132,B
168,72,168,C
160,75,161,C
164,70,168,C
291,80,131,A
168,90,118,B
169,87,125,B
156,84,111,B
226,74,131,A
154,88,122,B
175,75,140,C
197,76,158,C
248,73,112,A
164,83,130,B
181,80,136,B
189,76,147,C
184,90,140,B
196,76,146,C
230,73,105,A
252,74,134,A
186,83,117,B
171,90,130,B
178,70,160,C
200,76,150,C
167,77,164,C
152,74,155,C
161,71,168,C
151,82,133,B
151,72,151,C
183,73,162,C
256,77,114,A
292,73,114,A
241,79,112,A
191,80,137,B
166,82,118,B
196,82,118,B
160,83,119,B
160,72,147,C
153,75,160,C
154,88,105,B
159,83,105,B
197,71,162,C
267,76,104,A
292,80,129,A
191,78,165,C
156,75,164,C
156,78,141,C
199,72,157,C
218,79,111,A
253,80,129,A
234,72,140,A
229,80,123,A
192,80,157,C
167,89,107,B
180,78,157,C
156,70,166,C
239,78,101,A
198,80,151,C
165,75,167,C
275,79,131,A
177,85,124,B
170,86,135,B
191,85,126,B
153,75,150,C
174,70,150,C
185,76,167,C
240,77,139,A
184,84,110,B
173,77,161,C
194,79,155,C
194,73,157,C
167,73,152,C
185,76,140,C
219,77,107,A
278,79,137,A
152,84,127,B
169,86,120,B
154,80,116,B
191,89,126,B
197,77,161,C
159,73,169,C
228,75,133,A
166,82,120,B
199,74,142,C
170,79,150,C
185,73,162,C
197,72,159,C
256,79,102,A
288,70,105,A
240,72,116,A
153,75,149,C
164,79,159,C
195,80,161,C
197,75,159,C
290,76,116,A
259,71,127,A
171,88,128,B
188,80,155,C
151,89,102,B
189,87,107,B
197,88,139,B
156,74,169,C
179,79,162,C
173,74,153,C
289,70,102,A
211,72,123,A
168,85,119,B
187,78,161,C
193,71,144,C
196,71,147,C
183,80,123,B
294,78,113,A
282,79,101,A
190,81,133,B
228,78,110,A
160,74,144,C
187,80,165,C
188,75,170,C
181,88,106,B
165,80,153,C
154,74,161,C
297,70,124,A
168,83,102,B
171,85,126,B
176,84,126,B
158,80,160,C
162,72,140,C
194,73,149,C
162,76,166,C
189,88,138,B
182,75,158,C
172,73,167,C
189,79,151,C
207,73,125,A
253,78,135,A
271,78,137,A
173,89,112,B
192,83,103,B
151,80,151,C
192,80,147,C
199,90,126,B
151,76,154,C
236,71,135,A
294,79,115,A
177,84,102,B
198,77,154,C
163,73,161,C
218,77,130,A
263,73,110,A
185,85,113,B
181,70,143,C
227,73,127,A
237,74,108,A
282,71,130,A
170,87,134,B
185,89,121,B
174,76,160,C
212,74,121,A
281,75,106,A
230,76,121,A
197,87,131,B
165,87,104,B
178,89,109,B
183,84,133,B
154,86,109,B
160,89,132,B
187,80,109,B
185,70,152,C
163,71,155,C
282,79,137,A
204,72,109,A
171,85,103,B
172,77,170,C
186,72,143,C
166,80,158,C
230,76,126,A
151,82,108,B
190,83,121,B
193,74,152,C
170,75,142,C
239,72,132,A
258,77,108,A
163,84,128,B
176,87,128,B
151,84,112,B
182,74,140,C
191,78,158,C
255,73,100,A
190,88,118,B
172,70,167,C
294,74,134,A
280,73,124,A
226,77,133,A
267,78,129,A
183,80,114,B
167,87,140,B
153,73,147,C
163,70,169,C
177,77,167,C
281,77,111,A
265,72,137,A
160,82,123,B
192,87,129,B
214,75,114,A
162,84,139,B
163,74,142,C
159,73,149,C
168,72,169,C
168,70,160,C
152,85,138,B
169,89,129,B
163,79,142,C
164,86,136,B
191,76,166,C
163,70,162,C
246,75,131,A
182,90,137,B
192,88,140,B
194,90,133,B
155,71,167,C
200,80,159,C
185,79,170,C
245,77,112,A
187,89,107,B
167,83,130,B
162,86,115,B
169,74,140,C
162,74,150,C
213,75,116,A
197,84,126,B
176,84,129,B
188,87,119,B
159,82,134,B
228,76,135,A
184,78,147,C
184,74,167,C
155,72,145,C
176,75,156,C
198,72,147,C
189,78,148,C
232,71,121,A
231,79,118,A
238,72,129,A
183,72,152,C
244,77,117,A
182,81,100,B
153,73,155,C
156,72,148,C
155,79,154,C
172,74,168,C
192,84,140,B
182,77,167,C
168,72,164,C
186,78,145,C
182,80,162,C
296,71,113,A
293,75,126,A
280,71,132,A
198,87,129,B
196,80,116,B
161,71,154,C
162,71,141,C
173,78,161,C
204,71,138,A
170,87,137,B
189,89,107,B
214,78,121,A
187,85,112,B
176,84,124,B
162,79,161,C
297,78,117,A
173,75,158,C
173,72,143,C
156,71,167,C
286,70,129,A
195,80,165,C
292,72,103,A
164,85,114,B
187,87,115,B
190,80,137,B
155,79,165,C
170,77,143,C
159,82,128,B
185,81,115,B
188,70,165,C
161,70,153,C
201,74,138,A
242,77,132,A
163,90,110,B
165,83,128,B
192,90,128,B
165,88,140,B
161,81,100,B
189,70,168,C
190,70,150,C
285,80,109,A
179,89,126,B
223,71,106,A
195,85,133,B
180,74,141,C
189,80,153,C
275,74,112,A
152,87,131,B
175,81,120,B
154,80,105,B
165,73,158,C
163,78,142,C
260,76,101,A
227,74,127,A
199,85,105,B
204,71,131,A
182,86,109,B
150,75,148,C
153,76,144,C
212,78,119,A
288,80,102,A
295,77,104,A
179,89,114,B
163,88,123,B
157,80,168,C
165,76,143,C
200,80,167,C
237,78,134,A
156,76,163,C
194,74,141,C
183,77,150,C
159,72,161,C
267,76,136,A
250,76,125,A
200,72,135,A
248,73,119,A
170,85,132,B
199,80,140,C
181,79,144,C
285,76,103,A
296,71,103,A
175,90,106,B
188,70,142,C
196,79,156,C
164,74,145,C
216,78,138,A
158,81,104,B
196,82,117,B
174,89,103,B
151,72,146,C
193,77,157,C
259,74,132,A
213,74,134,A
282,71,131,A
170,84,103,B
193,80,110,B
166,77,164,C
186,74,157,C
280,78,122,A
232,73,106,A
195,87,118,B
151,90,101,B
171,85,101,B
178,82,104,B
154,74,150,C
150,72,162,C
264,70,124,A
207,77,114,A
201,71,136,A
178,89,133,B
159,76,161,C
182,72,150,C
195,88,129,B
150,89,140,B
198,75,166,C
170,76,163,C
162,78,157,C
158,70,146,C
248,79,124,A
265,71,132,A
161,87,105,B
189,76,161,C
154,89,137,B
199,84,117,B
187,89,100,B
198,80,116,B
196,71,141,C
196,87,127,B
175,80,155,C
166,71,169,C
199,78,167,C
165,70,165,C
286,71,131,A
181,71,150,C
171,80,150,C
173,70,161,C
265,71,119,A
274,75,101,A
217,77,116,A
162,84,108,B
188,86,126,B
181,77,170,C
155,76,142,C
196,73,157,C
299,74,136,A
263,79,122,A
256,80,109,A
199,89,134,B
199,83,117,B
163,70,141,C
192,75,167,C
184,71,159,C
186,80,141,C
154,80,154,C
294,80,121,A
270,72,109,A
177,72,146,C
176,73,148,C
159,72,155,C
158,79,147,C
250,71,137,A
182,90,119,B
192,70,140,C
170,80,147,C
204,78,117,A
153,85,132,B
189,70,159,C
190,71,167,C
285,70,111,A
191,80,128,B
179,84,100,B
159,71,157,C
189,76,143,C
165,75,159,C
214,79,103,A
154,86,118,B
196,85,107,B
185,74,142,C
150,71,166,C
157,70,151,C
184,70,153,C
180,76,144,C
171,84,105,B
179,83,113,B
165,80,145,C
156,78,144,C
203,79,109,A
218,80,119,A
151,82,102,B
168,78,156,C
172,77,143,C
297,75,128,A
298,77,111,A
166,76,168,C
164,80,151,C
203,75,120,A
159,84,114,B
191,86,114,B
154,76,146,C
277,78,139,A
171,81,117,B
156,84,110,B
197,77,167,C
193,70,158,C
182,79,169,C
175,81,112,B
166,89,125,B
156,86,124,B
196,79,152,C
200,76,146,C
179,87,125,B
159,84,140,B
197,76,141,C
180,74,152,C
175,89,111,B
177,78,162,C
158,70,151,C
299,77,115,A
185,88,127,B
170,85,111,B
298,78,115,A
255,75,114,A
299,80,103,A
176,83,108,B
156,84,109,B
159,72,160,C
181,77,145,C
178,72,140,C
286,76,131,A
203,74,138,A
178,87,126,B
171,89,134,B
185,87,128,B
161,78,141,C
176,80,166,C
186,78,151,C
188,78,167,C
182,80,170,C
203,79,136,A
220,74,105,A
199,84,110,B
152,82,126,B
181,83,106,B
174,84,123,B
187,84,124,B
181,70,150,C
178,70,164,C
266,70,119,A
171,70,152,C
165,79,140,C
207,70,113,A
217,74,127,A
184,80,118,B
171,73,148,C
195,79,164,C
173,74,153,C
265,76,120,A
231,71,120,A
173,80,129,B
168,86,117,B
176,77,163,C
236,70,134,A
153,73,168,C
273,78,104,A
165,86,135,B
185,72,154,C
157,73,142,C
196,74,155,C
161,86,128,B
155,77,163,C
151,77,154,C
157,76,155,C
155,75,157,C
275,77,124,A
151,86,105,B
158,81,109,B
187,73,149,C
164,74,149,C
152,80,156,C
186,73,143,C
174,85,106,B
255,80,134,A
234,70,101,A
196,85,137,B
196,74,162,C
224,80,129,A
232,80,131,A
161,80,120,B
175,84,125,B
171,77,169,C
152,80,141,C
235,73,115,A
266,74,117,A
185,79,170,C
187,72,143,C
157,90,126,B
192,75,150,C
241,78,100,A
152,83,114,B
163,83,133,B
185,75,155,C
171,77,149,C
152,73,149,C
150,78,156,C
219,70,110,A
248,76,122,A
287,73,131,A
223,70,106,A
154,83,113,B
150,77,154,C
154,76,151,C
165,78,145,C
189,81,117,B
178,81,118,B
190,82,123,B
166,82,104,B
156,73,151,C
278,73,140,A
192,81,134,B
169,75,143,C
226,75,118,A
190,83,120,B
160,90,127,B
189,85,105,B
186,75,155,C
171,71,148,C
174,83,135,B
197,87,100,B
154,71,166,C
179,77,154,C
284,78,127,A
203,76,108,A
180,86,115,B
159,89,119,B
167,90,139,B
169,86,104,B
160,70,146,C
198,73,144,C
273,75,135,A
223,75,111,A
213,71,122,A
172,87,126,B
174,84,117,B
175,83,131,B
158,87,107,B
190,78,166,C
167,77,156,C
266,77,124,A
215,73,100,A
181,90,128,B
150,81,130,B
200,74,162,C
166,86,125,B
155,77,155,C
163,75,169,C
235,72,134,A
231,80,124,A
192,84,115,B
181,74,163,C
209,72,136,A
264,80,112,A
160,87,110,B
199,84,108,B
174,81,133,B
151,75,156,C
297,76,139,A
300,79,108,A
258,71,115,A
269,77,135,A
288,77,132,A
151,90,106,B
167,80,139,B
153,88,108,B
177,74,167,C
179,73,149,C
150,79,149,C
214,73,119,A
185,78,160,C
261,73,135,A
174,82,126,B
183,89,119,B
188,83,138,B
172,74,156,C
298,75,118,A
234,80,122,A
186,88,102,B
164,87,125,B
281,71,106,A
174,83,113,B
160,80,105,B
199,80,134,B
171,71,143,C
176,76,162,C
233,72,128,A
260,71,127,A
208,80,104,A
177,84,133,B
180,90,140,B
161,82,135,B
154,82,132,B
167,72,168,C
184,80,145,C
151,73,159,C
165,80,167,C
217,72,114,A
154,85,137,B
180,84,122,B
191,84,139,B
194,84,130,B
180,76,162,C
226,72,137,A
162,80,101,B
162,86,107,B
151,70,162,C
190,72,164,C
173,75,161,C
185,73,158,C
208,80,124,A
296,80,129,A
187,82,118,B
161,90,104,B
181,81,118,B
154,76,164,C
243,76,136,A
268,79,120,A
271,74,137,A
256,70,136,A
233,76,126,A
197,83,125,B
154,86,117,B
184,72,169,C
239,74,107,A
296,70,100,A
184,86,129,B
194,79,145,C
166,72,170,C
259,80,112,A
181,82,119,B
165,83,137,B
188,85,108,B
152,78,159,C
165,74,150,C
266,70,138,A
218,72,103,A
247,71,128,A
199,84,139,B
195,86,116,B
160,74,149,C
210,70,106,A
281,78,104,A
247,76,106,A
174,83,121,B
153,88,114,B
241,71,101,A
192,80,138,B
194,81,113,B
155,84,105,B
152,84,135,B
195,79,150,C
219,76,135,A
154,83,114,B
167,76,157,C
165,76,143,C
194,73,170,C
196,80,156,C
218,80,103,A
189,82,106,B
160,79,167,C
160,75,140,C
171,80,144,C
200,71,142,C
268,79,139,A
263,75,130,A
164,75,165,C
194,74,158,C
175,70,169,C
184,85,100,B
199,77,157,C
185,72,157,C
182,76,149,C
269,79,135,A
176,90,131,B
169,87,135,B
194,76,164,C
171,80,154,C
179,73,161,C
189,71,153,C
195,70,151,C
176,76,153,C
165,83,111,B
178,88,110,B
190,76,165,C
199,73,140,C
254,78,139,A
206,75,114,A
171,80,156,C
193,70,160,C
174,71,166,C
281,79,140,A
220,73,103,A
154,88,110,B
181,83,118,B
165,73,144,C
195,85,108,B
173,84,137,B
168,88,134,B
194,78,147,C
228,74,100,A
266,75,110,A
242,70,109,A
259,77,125,A
222,76,138,A
155,72,143,C
186,71,141,C
165,71,143,C
260,80,132,A
169,80,157,C
175,76,170,C
192,76,141,C
173,80,161,C
153,87,112,B
188,78,153,C
172,77,151,C
199,73,140,C
180,74,151,C
293,75,123,A
171,76,170,C
167,77,155,C
244,76,103,A
260,78,124,A
246,80,137,A
177,81,108,B
182,84,137,B
176,74,164,C
181,79,142,C
185,74,170,C
225,75,118,A
219,75,118,A
271,76,109,A
167,83,110,B
212,78,100,A
204,75,123,A
249,78,128,A
158,86,121,B
187,90,136,B
196,77,143,C
179,72,167,C
171,71,167,C
186,78,146,C
154,76,164,C
189,74,167,C
161,74,165,C
209,70,123,A
152,72,149,C
165,75,164,C
205,73,133,A
234,71,121,A
275,74,101,A
189,71,157,C
232,71,139,A
272,70,119,A
182,77,156,C
181,79,158,C
172,76,158,C
211,73,138,A
261,79,138,A
233,79,108,A
162,83,119,B
179,89,138,B
175,83,109,B
174,75,169,C
151,79,162,C
300,76,103,A
182,74,166,C
159,78,147,C
174,77,144,C
180,76,162,C
215,70,121,A
171,83,140,B
153,79,140,C
238,70,116,A
269,74,102,A
272,80,120,A
196,85,123,B
189,86,110,B
186,85,129,B
164,86,109,B
208,73,103,A
173,87,134,B
197,81,116,B
159,85,109,B
156,74,170,C
175,73,167,C
158,74,164,C
193,72,146,C
223,77,138,A
150,74,148,C
163,71,148,C
155,70,146,C
196,78,163,C
187,74,145,C
177,79,145,C
180,77,159,C
239,70,103,A
183,81,119,B
186,90,130,B
193,75,155,C
246,73,122,A
150,90,105,B
297,71,110,A
286,79,111,A
151,71,144,C
159,76,153,C
153,72,151,C
193,76,161,C
232,77,111,A
297,75,137,A
227,76,102,A
185,76,141,C
177,79,149,C
186,75,160,C
238,75,105,A
189,89,104,B
192,76,162,C
197,73,163,C
171,75,157,C
241,76,137,A
196,88,136,B
249,80,116,A
167,82,121,B
168,89,119,B
172,86,117,B
192,83,110,B
160,85,118,B
155,74,166,C
177,80,162,C
160,78,149,C
234,77,139,A
166,78,160,C
165,80,140,C
247,79,104,A
175,78,162,C
198,78,162,C
182,76,146,C
270,80,101,A
171,89,140,B
155,90,102,B
157,73,145,C
184,80,142,C
241,76,136,A
271,74,122,A
255,79,124,A
232,72,115,A
260,74,138,A
191,83,136,B
188,81,108,B
175,87,132,B
170,85,133,B
199,86,120,B
170,70,167,C
170,72,157,C
187,71,154,C
164,74,159,C
194,84,124,B
179,83,115,B
156,87,101,B
152,86,108,B
154,80,157,C
180,79,149,C
283,75,122,A
290,71,103,A
249,72,112,A
166,85,100,B
150,71,141,C
223,77,122,A
234,75,139,A
194,86,138,B
195,76,148,C
174,71,150,C
160,71,152,C
173,80,129,B
175,80,114,B
195,86,136,B
175,80,142,C
162,78,162,C
166,75,152,C
187,72,151,C
189,73,151,C
284,77,106,A
183,83,135,B
197,88,126,B
186,70,153,C
202,76,110,A
213,78,125,A
156,81,113,B
170,90,121,B
154,80,119,B
263,70,128,A
250,79,124,A
234,72,130,A
152,90,123,B
181,74,169,C
267,80,122,A
263,71,117,A
153,90,104,B
184,87,110,B
156,77,152,C
161,74,167,C
258,76,116,A
207,77,117,A
187,81,126,B
163,89,133,B
188,83,135,B
176,72,166,C
258,80,128,A
193,82,110,B
185,86,134,B
168,84,129,B
171,70,148,C
200,74,158,C
281,80,109,A
287,75,130,A
189,81,122,B
180,76,142,C
155,73,144,C
249,77,111,A
248,72,138,A
179,83,135,B
191,75,148,C
181,71,152,C
162,78,144,C
186,89,117,B
170,86,113,B
176,83,127,B
159,82,126,B
183,84,112,B
169,86,132,B
193,79,167,C
269,75,104,A
285,80,101,A
196,74,142,C
293,80,122,A
280,80,133,A
165,87,107,B
173,76,151,C
282,72,124,A
242,72,124,A
250,74,116,A
199,87,104,B
161,82,125,B
183,73,152,C
230,70,138,A
273,77,116,A
299,77,106,A
153,89,110,B
171,88,110,B
196,88,129,B
169,78,170,C
218,71,123,A
164,81,127,B
166,84,121,B
180,77,142,C
224,72,106,A
226,72,107,A
248,76,125,A
176,84,133,B
167,90,121,B
167,87,113,B
172,76,141,C
190,76,140,C
173,75,157,C
183,77,147,C
164,79,150,C
187,81,100,B
193,79,152,C
185,76,169,C
168,78,161,C
200,75,142,C
198,79,169,C
204,72,114,A
184,73,159,C
197,79,153,C
162,70,170,C
187,75,141,C
150,71,151,C
293,75,133,A
157,76,151,C
182,74,157,C
215,74,122,A
270,79,134,A
269,77,134,A
173,85,124,B
157,75,144,C
152,70,144,C
161,80,148,C
217,73,124,A
250,73,134,A
239,71,122,A
173,80,124,B
177,85,115,B
185,77,158,C
159,88,107,B
166,72,158,C
153,79,170,C
188,76,162,C
271,75,101,A
206,80,113,A
222,77,115,A
296,75,127,A
243,77,127,A
175,79,167,C
198,74,158,C
236,77,117,A
187,80,121,B
195,71,151,C
176,75,146,C
182,71,149,C
150,77,151,C
194,77,140,C
185,70,167,C
194,70,145,C
226,72,125,A
242,74,122,A
194,79,141,C
197,77,149,C
154,75,146,C
262,80,126,A
224,70,108,A
205,74,138,A
155,86,116,B
156,74,145,C
151,76,151,C
187,74,162,C
188,74,164,C
168,74,155,C
277,80,103,A
177,89,114,B
159,80,139,B
185,70,144,C
158,71,149,C
173,71,142,C
285,75,108,A
175,88,102,B
171,87,140,B
166,72,155,C
236,78,124,A
168,84,130,B
196,75,169,C
159,71,150,C
176,80,155,C
209,78,101,A
170,87,131,B
173,74,146,C
223,76,108,A
289,72,139,A
190,81,109,B
185,85,107,B
161,79,166,C
180,80,140,C
181,77,161,C
195,79,140,C
224,73,102,A
212,78,120,A
174,75,168,C
183,76,141,C
163,75,148,C
197,79,155,C
180,78,149,C
156,77,155,C
228,75,117,A
261,73,127,A
248,70,100,A
172,88,136,B
186,82,134,B
179,79,163,C
152,77,157,C
186,77,165,C
165,80,167,C
181,89,131,B
200,78,143,C
213,75,121,A
181,86,112,B
182,75,160,C
177,73,157,C
184,79,168,C
242,75,111,A
266,70,120,A
225,71,116,A
157,72,157,C
200,79,153,C
257,70,135,A
277,75,121,A
153,82,128,B
185,90,124,B
166,82,124,B
171,71,159,C
185,75,145,C
155,74,148,C
167,77,168,C
260,70,107,A
174,80,150,C
191,72,158,C
296,70,112,A
159,84,106,B
154,75,144,C
172,70,157,C
269,72,126,A
284,79,140,A
296,80,130,A
297,72,124,A
200,78,117,A
194,83,136,B
179,84,137,B
163,79,156,C
159,77,166,C
194,80,141,C
167,79,148,C
282,77,119,A
259,74,109,A
171,88,110,B
196,85,102,B
188,86,113,B
151,74,146,C
173,70,148,C
189,73,151,C
195,90,103,B
172,80,126,B
265,78,102,A
288,74,108,A
231,77,110,A
176,79,152,C
186,79,169,C
162,74,144,C
219,74,138,A
283,77,115,A
173,74,148,C
230,72,117,A
201,71,130,A
165,88,107,B
196,77,169,C
158,77,154,C
199,81,125,B
181,80,139,B
163,84,118,B
198,77,157,C
298,71,101,A
211,73,134,A
198,79,169,C
171,72,152,C
186,73,148,C
196,80,168,C
152,79,165,C
160,77,142,C
238,80,119,A
151,87,121,B
168,83,125,B
168,85,130,B
155,73,166,C
150,79,159,C
196,80,145,C
